Set,Sentence1,Sentence2,Label,id,predicted,error_type
train,"In order to get onto a nuclear physics program , secondary education qualifications must demonstrate strong aptitude , not only in physics , but also in mathematics .",nuclear energy,NEU,20059,PRO,polarized
train,He is a Senior Fellow with the Campaign for America 's Future and is host and managing editor of The Zero Hour on We Act Radio .,gun control,NEU,11357,PRO,polarized
test,"We ’ll explore the economic , social and environmental benefits of reuse and upcycling and spotlight organizations that are innovating in apparel and beyond .",nuclear energy,NEU,22368,PRO,polarized
train,Businesses in the retail and hospitality industries may suddenly have to hike their prices to be able to afford their workers .,minimum wage,CON,18836,CON,correct
train,"A fertilized egg or embryo is not some freeze-dried essence of human but a complex set of potentials that need many , many conditions to develop into a human being .",abortion,PRO,3755,CON,flipped
test,That has got to change .,marijuana legalization,NEU,14571,CON,polarized
train,"So , through a campaign of shaming , dissembling , and outright slander , liberals are trying to talk Americans into giving up their weapons voluntarily .",gun control,CON,11483,CON,correct
train,""" NJ and PA Once Again : What Happened to Employment when the PA – NJ Minimum Wage Differential Disappeared ? """,minimum wage,NEU,18887,NEU,correct
train,"To disarm people , the people doing the disarming must be armed , & thus it becomes more like power re-distribution than disarmament .",gun control,CON,11815,PRO,flipped
train,"Since the issue surfaced four years ago , Americans have consistently expressed overwhelming opposition to human cloning .",cloning,CON,5776,PRO,flipped
train,The fact that even a Republican president did so shows just how tempting this policy is to politicians .,minimum wage,NEU,18200,NEU,correct
train,"If we could clone , we could clone a healthy organ and transfer it into ourselves faster than before , therefore saving our own lives .",cloning,PRO,5982,NEU,neutralized
train,"The nuclear transfer technique that produced Dolly required 277 embryos , from which only one healthy and viable sheep was produced .",cloning,CON,5476,NEU,neutralized
train,5 Liberty arguments focus less on these gendered biases and burdens on women .,abortion,NEU,21,NEU,correct
train,"Since none of these circumstances are sufficient to justify the killing of human beings after birth , they 're not sufficient to justify the killing of human beings before birth .",abortion,CON,2059,NEU,neutralized
test,"If you want further information about the lack of a statistical correlation between gun violence and video games , you can refer to the book “ Grand Theft Childhood ” by Cheryl Olsen and Lawrence Kutler — two Harvard Medical school professors .",gun control,NEU,12104,CON,polarized
train,"If it means that the schoolrooms will be more orderly , more disciplined , and that our young people will learn to evaluate themselves by what they are on the inside instead of what they 're wearing on the outside , then our public schools should be able to require their students to wear school uniforms . """,school uniforms,PRO,24619,PRO,correct
train,"Voters in New Jersey had the final say on the issue , however .",minimum wage,NEU,18312,CON,polarized
test,"In cases of rape or incest , the resulting baby could be a constant reminder to the woman of the trauma she experienced .",abortion,PRO,3852,CON,flipped
train,What if the baby would be born into an unstable family ?,abortion,PRO,389,CON,flipped
train,"Ducey 's argument that the costs "" will far , far outweigh any tax revenue "" is a guess , according to the JLBC .",marijuana legalization,PRO,14877,CON,flipped
train,"If the worker 's pay jumps to $ 15 , yearly earnings would move to $ 31,200 per year for a 40-hour week .",minimum wage,PRO,17506,NEU,neutralized
train,"In an electrocution , for example , the condemned man often strains or lunges against the restraining straps after the first charge of electricity .",death penalty,CON,10510,NEU,neutralized
train,Potentially hastens recovery from traumatic injury .,cloning,PRO,5459,NEU,neutralized
train,Because a little empathy might just offer a different perspective on life .,minimum wage,PRO,17514,PRO,correct
train,"Inevitably , violence will follow , and unlike now , that violence will not be confined to the border as large-scale growers seek to protect their turf — turf that will necessarily include anywhere they grow , harvest , process , or sell marijuana .",marijuana legalization,CON,15913,PRO,flipped
dev,"Yes , there should be gun control .",gun control,PRO,11666,PRO,correct
train,Those against increased regulation often see such laws as a fundamental infringement of their Second Amendment rights .,gun control,CON,12915,NEU,neutralized
test,"The meltdown at the Fukushima I Nuclear Power Plant was the worst since Chernobyl in Ukraine , 25 years earlier .",nuclear energy,CON,21417,CON,correct
train,"Though infertility treatments today are somewhat successful , imagine being able to take cloned cells to create a younger twin of a mother or father ?",cloning,PRO,6849,NEU,neutralized
train,"The percentage of Democrats favoring nuclear energy also reached its high the same year , at 54 % .",nuclear energy,NEU,20602,CON,polarized
test,"However , the death penalty has a way of shifting sympathy away from the victims and to the criminals themselves .",death penalty,CON,8382,NEU,neutralized
train,"Note only 1.5 % of abortions are after 20 weeks , of which 2/3rd are due to issues found with genetic testing .",abortion,PRO,3611,PRO,correct
train,Medical marijuana supporters make their case on people like Patsy Rodriguez .,marijuana legalization,NEU,15575,PRO,polarized
train,It 's an exciting notion to me that we have zero carbon emission from nuclear and the new ... electrical generation facilities are a one refuel for fifty years of life .,nuclear energy,PRO,20681,NEU,neutralized
test,The concept of “ Ahimsa ” is at the centre of this concept .,death penalty,NEU,9843,PRO,polarized
test,Increasing the federal minimum wage would disproportionately harm the poorest areas of the United States .,minimum wage,CON,18107,PRO,flipped
